sweep,seed,dataset,run_name,grid_id,method,stage,scope,rank,train_head,lr,weight_decay,epochs_completed,final_train_loss,final_train_acc,final_test_loss,final_test_acc,best_train_acc,best_train_acc_epoch,best_test_acc,best_test_acc_epoch,best_test_loss,best_test_loss_epoch,best_minus_final_test_acc,final_generalization_gap,trainable_params,total_params,trainable_pct,training_time_sec,training_time_min,training_time_hr,base_checkpoint,metrics_path
food101_l40s_8q8l2f_multiseed_28650684,102,food101,112_q_all_r1_h1_lr1em4_wd0p0_k3d3,112,Quadratic depthwise adapter,quad_dw,all,1,yes,0.0001,0.0,16,0.5876183428087643,0.8395115511551156,0.7037105265277447,0.8033663366336634,0.8395115511551156,16,0.8033663366336634,16,0.7037105265277447,16,0.0,0.03614521452145214,196901,28017029,0.7027904350600487,3345.4396526813507,55.757327544689176,0.9292887924114863,outputs/food101_l40s_8q8l2f_multiseed_28650684/seed_102/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_8q8l2f_multiseed_28650684/seed_102/112_q_all_r1_h1_lr1em4_wd0p0_k3d3/food101/quad_dw/all_rank_1/quad_k3_d3/metrics.json
food101_l40s_8q8l2f_multiseed_28650684,102,food101,113_q_all_r2_h1_lr1em4_wd0p05_k3d3,113,Quadratic depthwise adapter,quad_dw,all,2,yes,0.0001,0.05,16,0.5934436951423242,0.838006600660066,0.6996873767210705,0.8021782178217822,0.838006600660066,16,0.802970297029703,11,0.6996873767210705,16,0.0007920792079207928,0.03582838283828382,316133,28136261,1.1235785735709518,4829.391268253326,80.48985447088877,1.341497574514813,outputs/food101_l40s_8q8l2f_multiseed_28650684/seed_102/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_8q8l2f_multiseed_28650684/seed_102/113_q_all_r2_h1_lr1em4_wd0p05_k3d3/food101/quad_dw/all_rank_2/quad_k3_d3/metrics.json
food101_l40s_8q8l2f_multiseed_28650684,102,food101,114_q_all_r2_h1_lr1em4_wd0p0_k3d3_a0p5,114,Quadratic depthwise adapter,quad_dw,all,2,yes,0.0001,0.0,16,0.6007465564126622,0.8355379537953795,0.7073968235195274,0.8015445544554456,0.8355379537953795,16,0.8017821782178218,11,0.7073184386928483,15,0.00023762376237623783,0.03399339933993395,316133,28136261,1.1235785735709518,4824.890286207199,80.41483810345332,1.340247301724222,outputs/food101_l40s_8q8l2f_multiseed_28650684/seed_102/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_8q8l2f_multiseed_28650684/seed_102/114_q_all_r2_h1_lr1em4_wd0p0_k3d3_a0p5/food101/quad_dw/all_rank_2/alpha_0p5/quad_k3_d3/metrics.json
food101_l40s_8q8l2f_multiseed_28650684,102,food101,115_q_all_r2_h1_lr1em4_wd0p0_k3d3_a2p0,115,Quadratic depthwise adapter,quad_dw,all,2,yes,0.0001,0.0,16,0.5756756703310674,0.8426138613861386,0.7001110724293359,0.8032871287128713,0.8426138613861386,16,0.8043960396039604,15,0.7001110724293359,16,0.00110891089108911,0.03932673267326725,316133,28136261,1.1235785735709518,4832.137029647827,80.53561716079712,1.3422602860132853,outputs/food101_l40s_8q8l2f_multiseed_28650684/seed_102/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_8q8l2f_multiseed_28650684/seed_102/115_q_all_r2_h1_lr1em4_wd0p0_k3d3_a2p0/food101/quad_dw/all_rank_2/alpha_2p0/quad_k3_d3/metrics.json
food101_l40s_8q8l2f_multiseed_28650684,102,food101,116_q_ls_r2_h1_lr1em4_wd0p0_k3d3,116,Quadratic depthwise adapter,quad_dw,last_stage,2,yes,0.0001,0.0,16,0.6386503593205619,0.8274059405940594,0.748257390971231,0.7923564356435644,0.8274059405940594,16,0.7934257425742575,10,0.7441377687949945,7,0.0010693069306930703,0.03504950495049497,160613,27980741,0.5740126753612422,2324.738413333893,38.74564022223155,0.6457606703705258,outputs/food101_l40s_8q8l2f_multiseed_28650684/seed_102/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_8q8l2f_multiseed_28650684/seed_102/116_q_ls_r2_h1_lr1em4_wd0p0_k3d3/food101/quad_dw/last_stage_rank_2/quad_k3_d3/metrics.json
food101_l40s_atrous_budget_scaling_28671170,102,food101,117_q_all_r4_h1_lr1em4_wd0p0_k3d3,117,Quadratic depthwise adapter,quad_dw,all,4,yes,0.0001,0.0,16,0.5887571065795697,0.8388910891089109,0.7037750725037981,0.8030099009900991,0.8388910891089109,16,0.8031683168316832,15,0.7037750725037981,16,0.00015841584158415856,0.0358811881188118,554597,28374725,1.9545458149814667,5387.935366153717,89.79892276922861,1.4966487128204768,outputs/food101_l40s_atrous_budget_scaling_28671170/seed_102/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_atrous_budget_scaling_28671170/seed_102/117_q_all_r4_h1_lr1em4_wd0p0_k3d3/food101/quad_dw/all_rank_4/quad_k3_d3/metrics.json
food101_l40s_atrous_budget_scaling_28671170,102,food101,118_q_all_r4_h1_lr3em4_wd0p0_k3d3,118,Quadratic depthwise adapter,quad_dw,all,4,yes,0.0003,0.0,16,0.5087297921149251,0.859023102310231,0.6975244535927725,0.8082772277227723,0.859023102310231,16,0.8085940594059406,14,0.6946655680023798,12,0.0003168316831683171,0.05074587458745872,554597,28374725,1.9545458149814667,5407.779873132706,90.12966455221176,1.502161075870196,outputs/food101_l40s_atrous_budget_scaling_28671170/seed_102/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_atrous_budget_scaling_28671170/seed_102/118_q_all_r4_h1_lr3em4_wd0p0_k3d3/food101/quad_dw/all_rank_4/quad_k3_d3/metrics.json
food101_l40s_atrous_budget_scaling_28671170,102,food101,119_q_all_r8_h1_lr1em4_wd0p0_k3d3,119,Quadratic depthwise adapter,quad_dw,all,8,yes,0.0001,0.0,16,0.5901694066036652,0.8393795379537954,0.703043325443079,0.8031287128712872,0.8393795379537954,16,0.8031287128712872,16,0.703043325443079,16,0.0,0.03625082508250821,1031525,28851653,3.5752717530603877,13448.603500127792,224.14339166879654,3.7357231944799425,outputs/food101_l40s_atrous_budget_scaling_28671170/seed_102/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_atrous_budget_scaling_28671170/seed_102/119_q_all_r8_h1_lr1em4_wd0p0_k3d3/food101/quad_dw/all_rank_8/quad_k3_d3/metrics.json
food101_l40s_atrous_budget_scaling_28671170,102,food101,120_q_all_r8_h1_lr3em4_wd0p0_k3d3,120,Quadratic depthwise adapter,quad_dw,all,8,yes,0.0003,0.0,16,0.5093555151660843,0.858046204620462,0.6974494447283226,0.8068910891089109,0.858046204620462,16,0.8084752475247525,14,0.6949373405617062,12,0.0015841584158415856,0.05115511551155105,1031525,28851653,3.5752717530603877,13449.592094659805,224.15986824433008,3.735997804072168,outputs/food101_l40s_atrous_budget_scaling_28671170/seed_102/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_atrous_budget_scaling_28671170/seed_102/120_q_all_r8_h1_lr3em4_wd0p0_k3d3/food101/quad_dw/all_rank_8/quad_k3_d3/metrics.json
food101_l40s_8q8l2f_multiseed_28650684,102,food101,209_l_all_r2_h1_lr1em4_wd0p0,209,LoRA depthwise adapter,lora_dw,all,2,yes,0.0001,0.0,16,0.48471699780992944,0.8677491749174917,0.6732057250490283,0.8141386138613861,0.8677491749174917,16,0.8141386138613861,16,0.6729228838859218,14,0.0,0.05361056105610562,740069,28560197,2.59126013731628,5503.940172433853,91.73233620723089,1.5288722701205149,outputs/food101_l40s_8q8l2f_multiseed_28650684/seed_102/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_8q8l2f_multiseed_28650684/seed_102/209_l_all_r2_h1_lr1em4_wd0p0/food101/lora_dw/all_rank_2/metrics.json
food101_l40s_8q8l2f_multiseed_28650684,102,food101,210_l_all_r2_h1_lr3em4_wd0p0,210,LoRA depthwise adapter,lora_dw,all,2,yes,0.0003,0.0,16,0.2866066331190638,0.9253333333333333,0.7209710048708585,0.8102178217821783,0.9253333333333333,16,0.8136633663366336,11,0.6735171966245859,6,0.0034455445544553376,0.11511551155115507,740069,28560197,2.59126013731628,5493.816517829895,91.56360863049825,1.5260601438416375,outputs/food101_l40s_8q8l2f_multiseed_28650684/seed_102/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_8q8l2f_multiseed_28650684/seed_102/210_l_all_r2_h1_lr3em4_wd0p0/food101/lora_dw/all_rank_2/metrics.json
food101_l40s_8q8l2f_multiseed_28650684,102,food101,211_l_all_r1_h1_lr1em4_wd0p0,211,LoRA depthwise adapter,lora_dw,all,1,yes,0.0001,0.0,16,0.5204162897992842,0.8573993399339934,0.674671346836751,0.8118019801980199,0.8573993399339934,16,0.8122772277227723,15,0.674671346836751,16,0.00047524752475247567,0.045597359735973564,408869,28228997,1.4484007348897305,3727.9205269813538,62.13200878302256,1.0355334797170428,outputs/food101_l40s_8q8l2f_multiseed_28650684/seed_102/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_8q8l2f_multiseed_28650684/seed_102/211_l_all_r1_h1_lr1em4_wd0p0/food101/lora_dw/all_rank_1/metrics.json
food101_l40s_8q8l2f_multiseed_28650684,102,food101,212_l_all_r2_h1_lr1em4_wd0p05,212,LoRA depthwise adapter,lora_dw,all,2,yes,0.0001,0.05,16,0.48994231707821584,0.8665214521452145,0.6670635961117131,0.8145346534653465,0.8665214521452145,16,0.8145346534653465,16,0.6670635961117131,16,0.0,0.051986798679867996,740069,28560197,2.59126013731628,5506.4178857803345,91.77363142967224,1.5295605238278707,outputs/food101_l40s_8q8l2f_multiseed_28650684/seed_102/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_8q8l2f_multiseed_28650684/seed_102/212_l_all_r2_h1_lr1em4_wd0p05/food101/lora_dw/all_rank_2/metrics.json
food101_l40s_8q8l2f_multiseed_28650684,102,food101,213_l_ls_r2_h1_lr1em4_wd0p0,213,LoRA depthwise adapter,lora_dw,last_stage,2,yes,0.0001,0.0,16,0.6011711318949268,0.8356963696369637,0.7441798162956049,0.7948910891089109,0.8356963696369637,16,0.7948910891089109,16,0.7439611182000377,10,0.0,0.04080528052805277,308069,28128197,1.0952319482119668,2346.6692836284637,39.11115472714106,0.6518525787856844,outputs/food101_l40s_8q8l2f_multiseed_28650684/seed_102/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_8q8l2f_multiseed_28650684/seed_102/213_l_ls_r2_h1_lr1em4_wd0p0/food101/lora_dw/last_stage_rank_2/metrics.json
food101_l40s_atrous_budget_scaling_28671170,102,food101,214_l_all_r4_h1_lr1em4_wd0p0,214,LoRA depthwise adapter,lora_dw,all,4,yes,0.0001,0.0,16,0.4386055139078952,0.8811353135313531,0.673446077042287,0.8159207920792079,0.8811353135313531,16,0.816039603960396,14,0.6701908114546596,11,0.00011881188118811892,0.06521452145214524,1402469,29222597,4.799262023152836,6004.39391875267,100.07323197921117,1.6678871996535196,outputs/food101_l40s_atrous_budget_scaling_28671170/seed_102/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_atrous_budget_scaling_28671170/seed_102/214_l_all_r4_h1_lr1em4_wd0p0/food101/lora_dw/all_rank_4/metrics.json
food101_l40s_atrous_budget_scaling_28671170,102,food101,215_l_all_r4_h1_lr3em4_wd0p0,215,LoRA depthwise adapter,lora_dw,all,4,yes,0.0003,0.0,16,0.23628776134909577,0.9397887788778878,0.7417396937195617,0.8087920792079208,0.9397887788778878,16,0.8153267326732673,5,0.6710646199896784,4,0.0065346534653464294,0.13099669966996697,1402469,29222597,4.799262023152836,6013.36971616745,100.22282860279083,1.6703804767131805,outputs/food101_l40s_atrous_budget_scaling_28671170/seed_102/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_atrous_budget_scaling_28671170/seed_102/215_l_all_r4_h1_lr3em4_wd0p0/food101/lora_dw/all_rank_4/metrics.json
food101_l40s_atrous_budget_scaling_28671170,102,food101,216_l_all_r8_h1_lr1em4_wd0p0,216,LoRA depthwise adapter,lora_dw,all,8,yes,0.0001,0.0,16,0.383263916734815,0.8971749174917492,0.6861145530596818,0.8129108910891089,0.8971749174917492,16,0.8154851485148514,13,0.6709954357218034,9,0.0025742574257425765,0.0842640264026403,2727269,30547397,8.927991475018313,8477.40990447998,141.29016507466633,2.3548360845777725,outputs/food101_l40s_atrous_budget_scaling_28671170/seed_102/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_atrous_budget_scaling_28671170/seed_102/216_l_all_r8_h1_lr1em4_wd0p0/food101/lora_dw/all_rank_8/metrics.json
food101_l40s_atrous_budget_scaling_28671170,102,food101,217_l_all_r8_h1_lr3em4_wd0p0,217,LoRA depthwise adapter,lora_dw,all,8,yes,0.0003,0.0,16,0.2006740309137716,0.9489108910891089,0.7693367455029252,0.8036039603960397,0.9489108910891089,16,0.8126732673267326,5,0.6713456970110978,3,0.009069306930692966,0.14530693069306921,2727269,30547397,8.927991475018313,8443.232406139374,140.7205401023229,2.345342335038715,outputs/food101_l40s_atrous_budget_scaling_28671170/seed_102/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_atrous_budget_scaling_28671170/seed_102/217_l_all_r8_h1_lr3em4_wd0p0/food101/lora_dw/all_rank_8/metrics.json
food101_l40s_8q8l2f_multiseed_28650684,102,food101,301_f_lr1e4_wd0p01,301,Full fine-tune,full_finetune,all,full,full,0.0001,0.01,25,0.027734364708363025,0.9914191419141914,0.7308619563838993,0.8588514851485148,0.9921980198019802,23,0.8654257425742574,3,0.4783938923324689,3,0.00657425742574258,0.1325676567656766,27897797,27897797,100.0,6229.827754497528,103.8304625749588,1.7305077095826467,,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_8q8l2f_multiseed_28650684/seed_102/301_f_lr1e4_wd0p01/food101/full_finetune/metrics.json
food101_l40s_8q8l2f_multiseed_28650684,102,food101,302_f_lr3e5_wd0p05,302,Full fine-tune,full_finetune,all,full,full,3e-05,0.05,25,0.021233035903362552,0.9943762376237624,0.7254688798981618,0.8603168316831683,0.9943762376237624,25,0.8603168316831683,25,0.5060953980341997,6,0.0,0.13405940594059407,27897797,27897797,100.0,6214.035226106644,103.56725376844406,1.7261208961407344,,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_8q8l2f_multiseed_28650684/seed_102/302_f_lr3e5_wd0p05/food101/full_finetune/metrics.json
food101_a100_convnext_base_compact_28689102,420,food101,000_lin_lr1e3_wd0p05,000,Linear frozen-head baseline,linear_base,none,none,head_only,0.001,0.05,30,0.9091380169855879,0.7577953795379538,0.7553035723610532,0.7907326732673268,0.7577953795379538,30,0.7951683168316832,26,0.7499154789518602,16,0.00443564356435644,-0.03293729372937293,103525,87669989,0.11808487850956614,7902.256424665451,131.70427374442417,2.1950712290737364,,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_a100_convnext_base_compact_28689102/seed_420/000_lin_lr1e3_wd0p05/food101/linear_base/metrics.json
food101_l40s_8q8l2f_multiseed_28650688,420,food101,000_lin_lr1e3_wd0p05,000,Linear frozen-head baseline,linear_base,none,none,head_only,0.001,0.05,30,0.7355350355472502,0.8015709570957096,0.7665200123243993,0.7878019801980198,0.8017293729372937,28,0.7881584158415842,18,0.7642788673131773,26,0.00035643564356435675,0.013768976897689744,77669,27897797,0.2784054956023947,4431.258963346481,73.85431605577469,1.2309052675962449,,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_8q8l2f_multiseed_28650688/seed_420/000_lin_lr1e3_wd0p05/food101/linear_base/metrics.json
food101_a100_convnext_base_compact_28689102,420,food101,101_q_all_r2_h1_lr1em4_wd0p0,101,Quadratic depthwise adapter,quad_dw,all,2,yes,0.0001,0.0,16,0.4304432762727486,0.8810825082508251,0.5582179555482794,0.8446336633663366,0.8810825082508251,16,0.8452277227722772,13,0.5552637650521696,13,0.0005940594059405946,0.03644884488448852,3640933,91207397,3.9919273214210906,26749.680848121643,445.8280141353607,7.430466902256012,outputs_convnext_base/food101_a100_convnext_base_compact_28689102/seed_420/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_a100_convnext_base_compact_28689102/seed_420/101_q_all_r2_h1_lr1em4_wd0p0/food101/quad_dw/all_rank_2/metrics.json
food101_a100_convnext_base_compact_28689102,420,food101,102_q_all_r2_h1_lr3em4_wd0p0_k3d3,102,Quadratic depthwise adapter,quad_dw,all,2,yes,0.0003,0.0,16,0.4805056129572022,0.8641452145214521,0.5667580867297728,0.8449504950495049,0.8641452145214521,16,0.846970297029703,15,0.5628111025270784,15,0.0020198019801980216,0.019194719471947175,753253,88319717,0.8528707128896258,13519.730901956558,225.32884836594263,3.755480806099044,outputs_convnext_base/food101_a100_convnext_base_compact_28689102/seed_420/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_a100_convnext_base_compact_28689102/seed_420/102_q_all_r2_h1_lr3em4_wd0p0_k3d3/food101/quad_dw/all_rank_2/quad_k3_d3/metrics.json
food101_a100_convnext_base_compact_28689102,420,food101,103_q_all_r1_h1_lr1em4_wd0p0_k3d3,103,Quadratic depthwise adapter,quad_dw,all,1,yes,0.0001,0.0,16,0.5953069361822046,0.8363960396039604,0.5791436356080484,0.8381386138613861,0.8363960396039604,16,0.8381386138613861,16,0.5791436356080484,16,0.0,-0.0017425742574257441,428389,87994853,0.4868341560841064,10542.03028011322,175.70050466855366,2.9283417444758943,outputs_convnext_base/food101_a100_convnext_base_compact_28689102/seed_420/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_a100_convnext_base_compact_28689102/seed_420/103_q_all_r1_h1_lr1em4_wd0p0_k3d3/food101/quad_dw/all_rank_1/quad_k3_d3/metrics.json
food101_l40s_8q8l2f_multiseed_28650688,420,food101,109_q_all_r2_h1_lr1em4_wd0p0_k3d3,109,Quadratic depthwise adapter,quad_dw,all,2,yes,0.0001,0.0,16,0.5879774400117768,0.8394191419141914,0.704196986885354,0.8045148514851486,0.8394191419141914,16,0.8045148514851486,16,0.704196986885354,16,0.0,0.03490429042904286,316133,28136261,1.1235785735709518,4787.83939242363,79.7973232070605,1.3299553867843417,outputs/food101_l40s_8q8l2f_multiseed_28650688/seed_420/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_8q8l2f_multiseed_28650688/seed_420/109_q_all_r2_h1_lr1em4_wd0p0_k3d3/food101/quad_dw/all_rank_2/quad_k3_d3/metrics.json
food101_l40s_8q8l2f_multiseed_28650688,420,food101,110_q_all_r2_h1_lr3em4_wd0p0_k3d3,110,Quadratic depthwise adapter,quad_dw,all,2,yes,0.0003,0.0,16,0.50816784507528,0.8586006600660065,0.699177947204892,0.8087128712871288,0.8586006600660065,16,0.8087128712871288,16,0.6968992639650212,13,0.0,0.049887788778877784,316133,28136261,1.1235785735709518,4795.852491378784,79.93087485631307,1.3321812476052177,outputs/food101_l40s_8q8l2f_multiseed_28650688/seed_420/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_8q8l2f_multiseed_28650688/seed_420/110_q_all_r2_h1_lr3em4_wd0p0_k3d3/food101/quad_dw/all_rank_2/quad_k3_d3/metrics.json
food101_l40s_8q8l2f_multiseed_28650688,420,food101,111_q_all_r2_h1_lr3em5_wd0p0_k3d3,111,Quadratic depthwise adapter,quad_dw,all,2,yes,3e-05,0.0,16,0.6315552773609413,0.827947194719472,0.7131647115131416,0.8005544554455446,0.8289504950495049,15,0.8008712871287129,15,0.7131647115131416,16,0.0003168316831683171,0.02739273927392738,316133,28136261,1.1235785735709518,4788.63939332962,79.81065655549368,1.3301776092582278,outputs/food101_l40s_8q8l2f_multiseed_28650688/seed_420/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_8q8l2f_multiseed_28650688/seed_420/111_q_all_r2_h1_lr3em5_wd0p0_k3d3/food101/quad_dw/all_rank_2/quad_k3_d3/metrics.json
food101_l40s_8q8l2f_multiseed_28650688,420,food101,112_q_all_r1_h1_lr1em4_wd0p0_k3d3,112,Quadratic depthwise adapter,quad_dw,all,1,yes,0.0001,0.0,16,0.5917407356960939,0.837980198019802,0.7053595851789607,0.8038415841584159,0.838059405940594,15,0.8038415841584159,16,0.7052844706691138,15,0.0,0.03413861386138606,196901,28017029,0.7027904350600487,3311.6598284244537,55.1943304737409,0.9199055078956816,outputs/food101_l40s_8q8l2f_multiseed_28650688/seed_420/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_8q8l2f_multiseed_28650688/seed_420/112_q_all_r1_h1_lr1em4_wd0p0_k3d3/food101/quad_dw/all_rank_1/quad_k3_d3/metrics.json
food101_l40s_8q8l2f_multiseed_28650688,420,food101,113_q_all_r2_h1_lr1em4_wd0p05_k3d3,113,Quadratic depthwise adapter,quad_dw,all,2,yes,0.0001,0.05,16,0.5919123360607097,0.838917491749175,0.699602423913408,0.8051485148514852,0.838917491749175,16,0.8051485148514852,16,0.699602423913408,16,0.0,0.03376897689768976,316133,28136261,1.1235785735709518,4783.6770713329315,79.72795118888219,1.32879918648137,outputs/food101_l40s_8q8l2f_multiseed_28650688/seed_420/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_8q8l2f_multiseed_28650688/seed_420/113_q_all_r2_h1_lr1em4_wd0p05_k3d3/food101/quad_dw/all_rank_2/quad_k3_d3/metrics.json
food101_l40s_8q8l2f_multiseed_28650688,420,food101,114_q_all_r2_h1_lr1em4_wd0p0_k3d3_a0p5,114,Quadratic depthwise adapter,quad_dw,all,2,yes,0.0001,0.0,16,0.5991739962266224,0.8368184818481849,0.7071394716867125,0.8036435643564357,0.8368184818481849,16,0.8036435643564357,16,0.7071394716867125,16,0.0,0.03317491749174917,316133,28136261,1.1235785735709518,4785.127756357193,79.75212927261988,1.3292021545436647,outputs/food101_l40s_8q8l2f_multiseed_28650688/seed_420/000_lin_lr1e3_wd0p05/food101/linear_base/model.pt,/Users/haseebshafi/Documents/GitHub/Quadratic-Neurons-vs.-ReLU-How-Much-Nonlinearity-Is-Enough/Haseeb_trials/5_test/data_5seed_5/food101_l40s_8q8l2f_multiseed_28650688/seed_420/114_q_all_r2_h1_lr1em4_wd0p0_k3d3_a0p5/food101/quad_dw/all_rank_2/alpha_0p5/quad_k3_d3/metrics.json
